Flat profile: (luke: total time 52.6558)

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00      0.86     0.00    62028     0.00     0.00  void arma::arma_check<char [74]>(bool, char const (&) [74])
  0.00      0.86     0.00    62028     0.00     0.00  arma::eglue_schur::text()
  0.00      0.86     0.00    62028     0.00     0.00  arma::Col<double>& arma::Col<double>::operator=<arma::eGlue<arma::Col<double>, arma::Col<double>, arma::eglue_schur> >(arma::Base<double, arma::eGlue<arma::Col<double>, arma::Col<double>, arma::eglue_schur> > const&)
  0.00      0.86     0.00    62028     0.00     0.00  arma::Mat<double> const& arma::Mat<double>::fill<arma::fill::fill_zeros>(arma::fill::fill_class<arma::fill::fill_zeros> const&)
  0.00      0.86     0.00    62028     0.00     0.00  arma::Mat<double>::zeros()
  0.00      0.86     0.00    62028     0.00     0.00  arma::Mat<double>& arma::Mat<double>::operator=<arma::Col<double>, arma::Col<double>, arma::eglue_schur>(arma::eGlue<arma::Col<double>, arma::Col<double>, arma::eglue_schur> const&)
  0.00      0.86     0.00    62028     0.00     0.00  arma::subview<double>::~subview()
  0.00      0.86     0.00    62028     0.00     0.00  void arma::arrayops::fill_zeros<double>(double*, unsigned long long)
  0.00      0.86     0.00    62028     0.00     0.00  int const& std::max<int>(int const&, int const&)
  0.00      0.86     0.00    62028     0.00     0.00  std::remove_reference<float*&>::type&& std::move<float*&>(float*&)
  0.00      0.86     0.00    61059     0.00     0.00  float* std::__copy_move<true, true, std::random_access_iterator_tag>::__copy_m<float>(float const*, float const*, float*)
  0.00      0.86     0.00    61059     0.00     0.00  float* std::__uninitialized_copy<true>::__uninit_copy<std::move_iterator<float*>, float*>(std::move_iterator<float*>, std::move_iterator<float*>, float*)
  0.00      0.86     0.00    61059     0.00     0.00  float* std::__copy_move_a<true, float*, float*>(float*, float*, float*)
  0.00      0.86     0.00    61059     0.00     0.00  float* std::__copy_move_a2<true, float*, float*>(float*, float*, float*)
  0.00      0.86     0.00    61059     0.00     0.00  float* std::uninitialized_copy<std::move_iterator<float*>, float*>(std::move_iterator<float*>, std::move_iterator<float*>, float*)
  0.00      0.86     0.00    61059     0.00     0.00  float* std::__uninitialized_copy_a<std::move_iterator<float*>, float*, float>(std::move_iterator<float*>, std::move_iterator<float*>, float*, std::allocator<float>&)
  0.00      0.86     0.00    61059     0.00     0.00  float* std::copy<std::move_iterator<float*>, float*>(std::move_iterator<float*>, std::move_iterator<float*>, float*)
  0.00      0.86     0.00    60602     0.00     0.00  __gnu_cxx::new_allocator<luke::ObjectHandler::Contact>::deallocate(luke::ObjectHandler::Contact*, unsigned long)
  0.00      0.86     0.00    60602     0.00     0.00  __gnu_cxx::new_allocator<luke::ObjectHandler::Contact>::allocate(unsigned long, void const*)
